sex_female,sex_male,pclass,fare,IsAlone,HasCabin
0.0000,1.0000,-0.3532,-0.4348,-1.2170,-0.5512
1.0000,0.0000,-1.5422,4.1827,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.3903,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.3194,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.4194,-1.2170,-0.5512
0.0000,1.0000,-1.5422,3.4780,-1.2170,1.8141
1.0000,0.0000,0.8358,-0.3448,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.1512,-1.2170,-0.5512
0.0000,1.0000,-1.5422,-0.6598,0.8217,1.8141
0.0000,1.0000,0.8358,-0.4904,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5185,0.8217,-0.5512
0.0000,1.0000,-1.5422,1.0834,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.3761,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5082,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.9671,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5102,0.8217,1.8141
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.2099,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5067,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,-0.3532,0.0592,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.4608,0.8217,-0.5512
0.0000,1.0000,-1.5422,1.9549,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.1140,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.5077,0.8217,-0.5512
1.0000,0.0000,-1.5422,1.4707,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.4894,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.3684,-1.2170,1.8141
1.0000,0.0000,0.8358,0.7009,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.2289,-1.2170,-0.5512
1.0000,0.0000,-1.5422,4.4733,-1.2170,1.8141
0.0000,1.0000,-1.5422,0.8897,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5082,0.8217,-0.5512
1.0000,0.0000,-1.5422,4.4733,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.1169,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.4769,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.4215,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.5057,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
0.0000,1.0000,-1.5422,-0.1436,0.8217,1.8141
0.0000,1.0000,0.8358,-0.6598,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.1463,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5055,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5102,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.0480,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.2831,-1.2170,-0.5512
1.0000,0.0000,-0.3532,-0.3517,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5085,0.8217,-0.5512
0.0000,1.0000,-1.5422,-0.1512,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
1.0000,0.0000,-1.5422,3.4748,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.4904,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5204,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5023,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5082,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.4740,0.8217,-0.5512
0.0000,1.0000,-1.5422,-0.1404,0.8217,-0.5512
0.0000,1.0000,-1.5422,-0.1175,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
1.0000,0.0000,-1.5422,1.1694,-1.2170,1.8141
1.0000,0.0000,0.8358,-0.3903,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.0480,-1.2170,-0.5512
0.0000,1.0000,-1.5422,2.3425,-1.2170,1.8141
0.0000,1.0000,-1.5422,-0.6598,0.8217,1.8141
1.0000,0.0000,-0.3532,-0.1512,-1.2170,-0.5512
1.0000,0.0000,-1.5422,4.4733,0.8217,1.8141
0.0000,1.0000,0.8358,0.2577,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5073,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.3761,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.5077,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5102,0.8217,1.8141
0.0000,1.0000,0.8358,-0.3448,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.4904,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.3684,-1.2170,1.8141
1.0000,0.0000,0.8358,-0.5067,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,-1.5422,0.4539,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5082,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5185,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5185,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4544,0.8217,-0.5512
0.0000,1.0000,-1.5422,4.4856,-1.2170,1.8141
1.0000,0.0000,0.8358,-0.3616,-1.2170,-0.5512
1.0000,0.0000,-1.5422,0.5527,-1.2170,1.8141
0.0000,1.0000,-0.3532,-0.1175,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
1.0000,0.0000,-1.5422,2.5657,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.4904,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4544,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.3770,-1.2170,-0.5512
1.0000,0.0000,-1.5422,1.0325,0.8217,1.8141
0.0000,1.0000,0.8358,-0.3448,0.8217,-0.5512
0.0000,1.0000,-0.3532,0.0592,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5077,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5048,0.8217,-0.5512
0.0000,1.0000,-0.3532,0.7781,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.0458,-1.2170,-0.5512
1.0000,0.0000,-1.5422,0.8714,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5048,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5218,0.8217,-0.5512
0.0000,1.0000,-1.5422,-0.5620,0.8217,1.8141
0.0000,1.0000,0.8358,-0.2637,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.1512,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.1316,-1.2170,-0.5512
0.0000,1.0000,-1.5422,-0.0729,0.8217,1.8141
0.0000,1.0000,-0.3532,-0.4544,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4106,0.8217,-0.5512
1.0000,0.0000,-1.5422,1.4707,0.8217,1.8141
0.0000,1.0000,-0.3532,-0.1512,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5085,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.2490,-1.2170,-0.5512
0.0000,1.0000,-1.5422,-0.1404,0.8217,1.8141
1.0000,0.0000,0.8358,-0.5062,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.3468,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.1512,-1.2170,1.8141
1.0000,0.0000,0.8358,-0.5082,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5082,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,-1.5422,-0.1404,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.3770,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5185,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.3887,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.5082,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5204,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.3468,0.8217,-0.5512
0.0000,1.0000,-1.5422,0.8897,0.8217,1.8141
1.0000,0.0000,0.8358,-0.5239,0.8217,-0.5512
0.0000,1.0000,-1.5422,3.4780,0.8217,1.8141
0.0000,1.0000,0.8358,-0.5073,0.8217,-0.5512
0.0000,1.0000,0.8358,0.2577,-1.2170,-0.5512
0.0000,1.0000,0.8358,0.2577,-1.2170,-0.5512
1.0000,0.0000,-0.3532,-0.3761,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5127,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5327,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.5054,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5219,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.8714,-1.2170,1.8141
0.0000,1.0000,-1.5422,1.4223,-1.2170,1.8141
1.0000,0.0000,0.8358,-0.1616,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.3116,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.3448,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,-1.5422,0.3575,0.8217,1.8141
0.0000,1.0000,-1.5422,0.3575,-1.2170,1.8141
1.0000,0.0000,0.8358,-0.5082,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.3903,-1.2170,-0.5512
1.0000,0.0000,-1.5422,3.4748,0.8217,1.8141
1.0000,0.0000,-0.3532,-0.4055,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.3566,-1.2170,-0.5512
1.0000,0.0000,-0.3532,-0.1175,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.1512,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.5023,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.3957,0.8217,-0.5512
1.0000,0.0000,-1.5422,-0.0400,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,0.8358,0.1166,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.1874,-1.2170,-0.5512
0.0000,1.0000,-1.5422,-0.6598,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.3770,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4544,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5048,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.9671,-1.2170,1.8141
1.0000,0.0000,0.8358,-0.5062,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.2191,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.1512,-1.2170,-0.5512
1.0000,0.0000,-1.5422,1.5563,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5073,0.8217,-0.5512
0.0000,1.0000,-1.5422,0.0182,0.8217,1.8141
1.0000,0.0000,0.8358,-0.5121,0.8217,-0.5512
0.0000,1.0000,-1.5422,0.5023,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.5229,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.2191,0.8217,-0.5512
0.0000,1.0000,0.8358,0.7009,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5082,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.2475,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.3448,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.1512,-1.2170,-0.5512
0.0000,1.0000,-1.5422,-0.1404,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5180,0.8217,-0.5512
0.0000,1.0000,-1.5422,1.1221,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.4672,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.9053,0.8217,1.8141
0.0000,1.0000,-0.3532,-0.4544,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5073,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5185,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
0.0000,1.0000,-1.5422,2.3051,-1.2170,1.8141
1.0000,0.0000,-1.5422,1.0834,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5048,-1.2170,-0.5512
1.0000,0.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,-1.5422,0.3575,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.4904,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5011,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.4723,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5062,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5077,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.3448,-1.2170,-0.5512
0.0000,1.0000,-1.5422,1.4707,-1.2170,1.8141
1.0000,0.0000,0.8358,-0.0458,-1.2170,-0.5512
0.0000,1.0000,-1.5422,1.1694,0.8217,1.8141
0.0000,1.0000,-1.5422,0.6431,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.2692,-1.2170,-0.5512
1.0000,0.0000,-0.3532,-0.1512,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.2357,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.3497,-1.2170,-0.5512
0.0000,1.0000,-0.3532,0.1032,-1.2170,1.8141
0.0000,1.0000,-0.3532,-0.4348,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.2224,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.2637,-1.2170,-0.5512
1.0000,0.0000,0.8358,0.7009,-1.2170,-0.5512
0.0000,1.0000,-1.5422,0.0347,0.8217,1.8141
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.5370,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.3519,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.0925,-1.2170,-0.5512
0.0000,1.0000,-1.5422,3.7915,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.3770,0.8217,-0.5512
1.0000,0.0000,-1.5422,4.4856,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5073,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5077,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.2490,0.8217,-0.5512
0.0000,1.0000,0.8358,0.0127,-1.2170,-0.5512
0.0000,1.0000,-1.5422,0.3790,-1.2170,1.8141
0.0000,1.0000,-1.5422,-0.1404,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5082,0.8217,-0.5512
0.0000,1.0000,-1.5422,0.9733,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5132,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4544,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.3838,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.6598,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5278,0.8217,-0.5512
1.0000,0.0000,-1.5422,-0.0729,0.8217,1.8141
1.0000,0.0000,0.8358,-0.4399,-1.2170,-0.5512
0.0000,1.0000,-1.5422,-0.6598,0.8217,1.8141
1.0000,0.0000,-0.3532,-0.2783,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5257,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5077,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5077,-1.2170,-0.5512
1.0000,0.0000,-0.3532,-0.0729,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5082,-1.2170,-0.5512
0.0000,1.0000,-1.5422,-0.1404,0.8217,1.8141
1.0000,0.0000,-0.3532,-0.4055,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.1512,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.3077,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.1512,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5234,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.9671,0.8217,1.8141
0.0000,1.0000,-0.3532,-0.3655,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.1512,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,1.8141
0.0000,1.0000,-1.5422,-0.1404,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.4769,-1.2170,-0.5512
1.0000,0.0000,-1.5422,2.3051,-1.2170,1.8141
0.0000,1.0000,-1.5422,0.4248,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.2224,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.4904,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.1874,-1.2170,-0.5512
0.0000,1.0000,-1.5422,1.6879,-1.2170,1.8141
1.0000,0.0000,-0.3532,-0.0240,-1.2170,-0.5512
1.0000,0.0000,-0.3532,-0.4123,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.3566,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.6598,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.2490,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.3566,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5048,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5073,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5082,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5184,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.1512,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5180,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.2010,-1.2170,-0.5512
1.0000,0.0000,-1.5422,0.8828,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5185,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.3616,-1.2170,-0.5512
1.0000,0.0000,-0.3532,-0.2930,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5048,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.1874,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
0.0000,1.0000,-1.5422,-0.0044,0.8217,1.8141
0.0000,1.0000,0.8358,-0.5062,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
0.0000,1.0000,0.8358,0.4455,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.4544,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.3575,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.3116,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.3770,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.1512,-1.2170,-0.5512
1.0000,0.0000,-1.5422,-0.1175,0.8217,-0.5512
1.0000,0.0000,0.8358,0.7009,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
0.0000,1.0000,-1.5422,0.2616,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.4544,0.8217,1.8141
0.0000,1.0000,-0.3532,-0.4348,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.2099,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.2923,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.4158,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5082,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.4904,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.2583,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.4215,-1.2170,-0.5512
0.0000,1.0000,0.8358,0.2577,-1.2170,-0.5512
1.0000,0.0000,-0.3532,0.6118,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5077,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4544,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.2475,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5077,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5102,0.8217,1.8141
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5082,0.8217,-0.5512
0.0000,1.0000,-1.5422,-0.1562,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.4740,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5057,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.2583,-1.2170,-0.5512
1.0000,0.0000,-0.3532,-0.1512,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5184,0.8217,1.8141
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5077,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.0436,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5184,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.4544,0.8217,1.8141
1.0000,0.0000,0.8358,-0.5185,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4079,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5073,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.4182,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5082,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.4248,-1.2170,1.8141
1.0000,0.0000,0.8358,-0.4904,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
1.0000,0.0000,0.8358,0.2577,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5077,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5184,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.1512,-1.2170,-0.5512
1.0000,0.0000,-0.3532,-0.4055,0.8217,1.8141
0.0000,1.0000,-1.5422,0.1697,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.4745,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5278,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5077,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.3770,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.0480,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5048,0.8217,-0.5512
0.0000,1.0000,-1.5422,-0.1404,0.8217,-0.5512
0.0000,1.0000,-1.5422,3.6791,0.8217,1.8141
1.0000,0.0000,0.8358,-0.5082,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5219,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.4904,0.8217,-0.5512
1.0000,0.0000,-0.3532,-0.1512,-1.2170,-0.5512
0.0000,1.0000,-0.3532,0.1536,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.3957,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.4904,0.8217,-0.5512
0.0000,1.0000,-1.5422,0.9417,-1.2170,1.8141
0.0000,1.0000,0.8358,0.0127,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.4544,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.8328,0.8217,1.8141
1.0000,0.0000,0.8358,-0.5048,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.0900,-1.2170,-0.5512
1.0000,0.0000,0.8358,-0.5082,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5082,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.3077,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.2573,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5218,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.1512,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5339,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.4162,-1.2170,1.8141
0.0000,1.0000,-0.3532,-0.1512,-1.2170,1.8141
0.0000,1.0000,-0.3532,-0.1512,0.8217,-0.5512
1.0000,0.0000,-0.3532,0.1032,-1.2170,1.8141
0.0000,1.0000,-1.5422,0.5527,-1.2170,1.8141
1.0000,0.0000,-1.5422,0.8413,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5184,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5057,0.8217,-0.5512
0.0000,1.0000,-0.3532,-0.3859,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5180,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.3548,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5082,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.9053,0.8217,1.8141
0.0000,1.0000,0.8358,-0.5023,0.8217,1.8141
0.0000,1.0000,0.8358,-0.5023,0.8217,-0.5512
1.0000,0.0000,-1.5422,3.4780,0.8217,1.8141
0.0000,1.0000,-1.5422,-0.0729,0.8217,1.8141
0.0000,1.0000,-1.5422,-0.1022,0.8217,1.8141
0.0000,1.0000,0.8358,-0.4420,-1.2170,-0.5512
0.0000,1.0000,-1.5422,0.3790,-1.2170,1.8141
0.0000,1.0000,-1.5422,0.8985,-1.2170,1.8141
1.0000,0.0000,-1.5422,0.4162,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
0.0000,1.0000,-1.5422,0.3575,0.8217,1.8141
0.0000,1.0000,0.8358,-0.5073,0.8217,-0.5512
1.0000,0.0000,-1.5422,-0.1404,0.8217,1.8141
0.0000,1.0000,0.8358,-0.3761,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5378,0.8217,-0.5512
1.0000,0.0000,0.8358,-0.5082,0.8217,-0.5512
1.0000,0.0000,-0.3532,0.1032,-1.2170,1.8141
0.0000,1.0000,0.8358,-0.5168,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.3087,0.8217,1.8141
0.0000,1.0000,-0.3532,-0.4055,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5327,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.5184,0.8217,-0.5512
1.0000,0.0000,-1.5422,0.8897,0.8217,-0.5512
1.0000,0.0000,-1.5422,2.3051,0.8217,-0.5512
1.0000,0.0000,0.8358,0.0127,-1.2170,-0.5512
0.0000,1.0000,-0.3532,-0.3655,0.8217,-0.5512
0.0000,1.0000,0.8358,0.4455,0.8217,-0.5512
0.0000,1.0000,0.8358,-0.2357,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.2583,-1.2170,-0.5512
0.0000,1.0000,0.8358,-0.5054,0.8217,-0.5512
0.0000,1.0000,0.8358,0.7009,-1.2170,-0.5512
